@relation inflection_verbs
@attribute ending {ar,er,ir}
@attribute endingstem string
@attribute penSyl string
@attribute person {0, 1, 2, 3}
@attribute number {0, 1}
@attribute tense {0, 1, 2, 3, 4}
@attribute mood {0, 1, 2, 3}
@attribute class {0, 1}
@data
ar,g,o,2,0,0,0,1
ar,g,o,3,0,0,0,1
ar,g,o,1,1,0,0,1
ar,g,o,2,1,0,0,1
ar,g,o,3,1,0,0,1
ar,ANY,sos,1,0,0,0,1
ar,ANY,sos,2,0,0,0,1
ar,ANY,sos,3,0,0,0,1
ar,ANY,sos,1,1,0,0,1
ar,ANY,sos,2,1,0,0,1
ar,ANY,sos,3,1,0,0,1
ar,z,o,1,0,0,0,1
ar,z,o,2,0,0,0,1
ar,z,o,3,0,0,0,1
ar,z,o,1,1,0,0,1
ar,z,o,2,1,0,0,1
ar,z,o,3,1,0,0,1
ar,c,o,1,0,0,0,1
ar,c,o,2,0,0,0,1
ar,c,o,3,0,0,0,1
ar,c,o,1,1,0,0,1
ar,c,o,2,1,0,0,1
ar,c,o,3,1,0,0,1
ar,err,NULL,1,0,0,0,1
ar,err,NULL,2,0,0,0,1
ar,err,NULL,3,0,0,0,1
ar,err,NULL,1,1,0,0,1
ar,err,NULL,2,1,0,0,1
ar,err,NULL,3,1,0,0,1
ar,jug,NULL,1,0,0,0,1
ar,jug,NULL,2,0,0,0,1
ar,jug,NULL,3,0,0,0,1
ar,jug,NULL,1,1,0,0,1
ar,jug,NULL,2,1,0,0,1
ar,jug,NULL,3,1,0,0,1
ar,ANY,e,1,0,1,0,1
ar,ANY,e,2,0,1,0,1
ar,ANY,e,3,0,1,0,1
ar,ANY,e,1,1,1,0,1
ar,ANY,e,2,1,1,0,1
ar,ANY,e,3,1,1,0,1
ar,z,e,1,0,1,0,1
ar,z,e,2,0,1,0,1
ar,z,e,3,0,1,0,1
ar,z,e,1,1,1,0,1
ar,z,e,2,1,1,0,1
ar,z,e,3,1,1,0,1
ar,g,e,1,0,1,0,1
ar,g,e,2,0,1,0,1
ar,g,e,3,0,1,0,1
ar,g,e,1,1,1,0,1
ar,g,e,2,1,1,0,1
ar,g,e,3,1,1,0,1
ar,ANY,o,1,0,1,0,1
ar,ANY,o,2,0,1,0,1
ar,ANY,o,3,0,1,0,1
ar,ANY,o,1,1,1,0,1
ar,ANY,o,2,1,1,0,1
ar,ANY,o,3,1,1,0,1
ar,ANY,go,1,0,1,0,1
ar,ANY,go,2,0,1,0,1
ar,ANY,go,3,0,1,0,1
ar,ANY,go,1,1,1,0,1
ar,ANY,go,2,1,1,0,1
ar,ANY,go,3,1,1,0,1
ar,z,go,1,0,1,0,1
ar,z,go,2,0,1,0,1
ar,z,go,3,0,1,0,1
ar,z,go,1,1,1,0,1
ar,z,go,2,1,1,0,1
ar,z,go,3,1,1,0,1
ar,g,o,1,0,1,0,1
ar,g,o,2,0,1,0,1
ar,g,o,3,0,1,0,1
ar,g,o,1,1,1,0,1
ar,g,o,2,1,1,0,1
ar,g,o,3,1,1,0,1
ar,ANY,sos,1,0,1,0,1
ar,ANY,sos,2,0,1,0,1
ar,ANY,sos,3,0,1,0,1
ar,ANY,sos,1,1,1,0,1
ar,ANY,sos,2,1,1,0,1
ar,ANY,sos,3,1,1,0,1
ar,z,o,1,0,1,0,1
ar,z,o,2,0,1,0,1
ar,z,o,3,0,1,0,1
ar,z,o,1,1,1,0,1
ar,z,o,2,1,1,0,1
ar,z,o,3,1,1,0,1
ar,c,o,1,0,1,0,1
ar,c,o,2,0,1,0,1
ar,c,o,3,0,1,0,1
ar,c,o,1,1,1,0,1
ar,c,o,2,1,1,0,1
ar,c,o,3,1,1,0,1
ar,err,NULL,1,0,1,0,1
ar,err,NULL,2,0,1,0,1
ar,err,NULL,3,0,1,0,1
ar,err,NULL,1,1,1,0,1
ar,err,NULL,2,1,1,0,1
ar,err,NULL,3,1,1,0,1
ar,jug,NULL,1,0,1,0,1
ar,jug,NULL,2,0,1,0,1
ar,jug,NULL,3,0,1,0,1
ar,jug,NULL,1,1,1,0,1
ar,jug,NULL,2,1,1,0,1
ar,jug,NULL,3,1,1,0,1
ar,ANY,e,1,0,3,0,1
ar,ANY,e,2,0,3,0,1
ar,ANY,e,3,0,3,0,1
ar,ANY,e,1,1,3,0,1
ar,ANY,e,2,1,3,0,1
ar,ANY,e,3,1,3,0,1
ar,z,e,1,0,3,0,1
ar,z,e,2,0,3,0,1
ar,z,e,3,0,3,0,1
ar,z,e,1,1,3,0,1
ar,z,e,2,1,3,0,1
ar,z,e,3,1,3,0,1
ar,g,e,1,0,3,0,1
ar,g,e,2,0,3,0,1
ar,g,e,3,0,3,0,1
ar,g,e,1,1,3,0,1
ar,g,e,2,1,3,0,1
ar,g,e,3,1,3,0,1
ar,ANY,o,1,0,3,0,1
ar,ANY,o,2,0,3,0,1
ar,ANY,o,3,0,3,0,1
ar,ANY,o,1,1,3,0,1
ar,ANY,o,2,1,3,0,1
ar,ANY,o,3,1,3,0,1
ar,ANY,go,1,0,3,0,1
ar,ANY,go,2,0,3,0,1
ar,ANY,go,3,0,3,0,1
ar,ANY,go,1,1,3,0,1
ar,ANY,go,2,1,3,0,1
ar,ANY,go,3,1,3,0,1
ar,z,go,1,0,3,0,1
ar,z,go,2,0,3,0,1
ar,z,go,3,0,3,0,1
ar,z,go,1,1,3,0,1
ar,z,go,2,1,3,0,1
ar,z,go,3,1,3,0,1
ar,g,o,1,0,3,0,1
ar,g,o,2,0,3,0,1
ar,g,o,3,0,3,0,1
ar,g,o,1,1,3,0,1
ar,g,o,2,1,3,0,1
ar,g,o,3,1,3,0,1
ar,ANY,sos,1,0,3,0,1
ar,ANY,sos,2,0,3,0,1
ar,ANY,sos,3,0,3,0,1
ar,ANY,sos,1,1,3,0,1
ar,ANY,sos,2,1,3,0,1
ar,ANY,sos,3,1,3,0,1
ar,z,o,1,0,3,0,1
ar,z,o,2,0,3,0,1
ar,z,o,3,0,3,0,1
ar,z,o,1,1,3,0,1
ar,z,o,2,1,3,0,1
ar,z,o,3,1,3,0,1
ar,c,o,1,0,3,0,1
ar,c,o,2,0,3,0,1
ar,c,o,3,0,3,0,1
ar,c,o,1,1,3,0,1
ar,c,o,2,1,3,0,1
ar,c,o,3,1,3,0,1
ar,err,NULL,1,0,3,0,1
ar,err,NULL,2,0,3,0,1
ar,err,NULL,3,0,3,0,1
ar,err,NULL,1,1,3,0,1
ar,err,NULL,2,1,3,0,1
ar,err,NULL,3,1,3,0,1
ar,jug,NULL,1,0,3,0,1
ar,jug,NULL,2,0,3,0,1
ar,jug,NULL,3,0,3,0,1
ar,jug,NULL,1,1,3,0,1
ar,jug,NULL,2,1,3,0,1
ar,jug,NULL,3,1,3,0,1
ar,ANY,e,1,0,2,0,1
ar,ANY,e,2,0,2,0,1
ar,ANY,e,3,0,2,0,1
ar,ANY,e,1,1,2,0,1
ar,ANY,e,2,1,2,0,1
ar,ANY,e,3,1,2,0,1
ar,z,e,1,0,2,0,1
ar,z,e,2,0,2,0,1
ar,z,e,3,0,2,0,1
ar,z,e,1,1,2,0,1
ar,z,e,2,1,2,0,1
ar,z,e,3,1,2,0,1
ar,g,e,1,0,2,0,1
ar,g,e,2,0,2,0,1
ar,g,e,3,0,2,0,1
ar,g,e,1,1,2,0,1
ar,g,e,2,1,2,0,1
ar,g,e,3,1,2,0,1
ar,ANY,o,1,0,2,0,1
ar,ANY,o,2,0,2,0,1
ar,ANY,o,3,0,2,0,1
ar,ANY,o,1,1,2,0,1
ar,ANY,o,2,1,2,0,1
ar,ANY,o,3,1,2,0,1
ar,ANY,go,1,0,2,0,1
ar,ANY,go,2,0,2,0,1
ar,ANY,go,3,0,2,0,1
ar,ANY,go,1,1,2,0,1
ar,ANY,go,2,1,2,0,1
ar,ANY,go,3,1,2,0,1
ar,z,go,1,0,2,0,1
ar,z,go,2,0,2,0,1
ar,z,go,3,0,2,0,1
ar,z,go,1,1,2,0,1
ar,z,go,2,1,2,0,1
ar,z,go,3,1,2,0,1
ar,g,o,1,0,2,0,1
ar,g,o,2,0,2,0,1
ar,g,o,3,0,2,0,1
ar,g,o,1,1,2,0,1
ar,g,o,2,1,2,0,1
ar,g,o,3,1,2,0,1
ar,ANY,sos,1,0,2,0,1
ar,ANY,sos,2,0,2,0,1
ar,ANY,sos,3,0,2,0,1
ar,ANY,sos,1,1,2,0,1
ar,ANY,sos,2,1,2,0,1
ar,ANY,sos,3,1,2,0,1
ar,z,o,1,0,2,0,1
ar,z,o,2,0,2,0,1
ar,z,o,3,0,2,0,1
ar,z,o,1,1,2,0,1
ar,z,o,2,1,2,0,1
ar,z,o,3,1,2,0,1
ar,c,o,1,0,2,0,1
ar,c,o,2,0,2,0,1
ar,c,o,3,0,2,0,1
ar,c,o,1,1,2,0,1
ar,c,o,2,1,2,0,1
ar,c,o,3,1,2,0,1
ar,err,NULL,1,0,2,0,1
ar,err,NULL,2,0,2,0,1
ar,err,NULL,3,0,2,0,1
ar,err,NULL,1,1,2,0,1
ar,err,NULL,2,1,2,0,1
ar,err,NULL,3,1,2,0,1
ar,jug,NULL,1,0,2,0,1
ar,jug,NULL,2,0,2,0,1
ar,jug,NULL,3,0,2,0,1
ar,jug,NULL,1,1,2,0,1
ar,jug,NULL,2,1,2,0,1
ar,jug,NULL,3,1,2,0,1
ar,ANY,e,1,0,4,0,1
ar,ANY,e,2,0,4,0,1
ar,ANY,e,3,0,4,0,1
ar,ANY,e,1,1,4,0,1
ar,ANY,e,2,1,4,0,1
ar,ANY,e,3,1,4,0,1
ar,z,e,1,0,4,0,1
ar,z,e,2,0,4,0,1
ar,z,e,3,0,4,0,1
ar,z,e,1,1,4,0,1
ar,z,e,2,1,4,0,1
ar,z,e,3,1,4,0,1
ar,g,e,1,0,4,0,1
ar,g,e,2,0,4,0,1
ar,g,e,3,0,4,0,1
ar,g,e,1,1,4,0,1
ar,g,e,2,1,4,0,1
ar,g,e,3,1,4,0,1
ar,ANY,o,1,0,4,0,1
ar,ANY,o,2,0,4,0,1
ar,ANY,o,3,0,4,0,1
ar,ANY,o,1,1,4,0,1
ar,ANY,o,2,1,4,0,1
ar,ANY,o,3,1,4,0,1
ar,ANY,go,1,0,4,0,1
ar,ANY,go,2,0,4,0,1
ar,ANY,go,3,0,4,0,1
ar,ANY,go,1,1,4,0,1
ar,ANY,go,2,1,4,0,1
ar,ANY,go,3,1,4,0,1
ar,z,go,1,0,4,0,1
ar,z,go,2,0,4,0,1
ar,z,go,3,0,4,0,1
ar,z,go,1,1,4,0,1
ar,z,go,2,1,4,0,1
ar,z,go,3,1,4,0,1
ar,g,o,1,0,4,0,1
ar,g,o,2,0,4,0,1
ar,g,o,3,0,4,0,1
ar,g,o,1,1,4,0,1
ar,g,o,2,1,4,0,1
ar,g,o,3,1,4,0,1
ar,ANY,sos,1,0,4,0,1
ar,ANY,sos,2,0,4,0,1
ar,ANY,sos,3,0,4,0,1
ar,ANY,sos,1,1,4,0,1
ar,ANY,sos,2,1,4,0,1
ar,ANY,sos,3,1,4,0,1
ar,z,o,1,0,4,0,1
ar,z,o,2,0,4,0,1
ar,z,o,3,0,4,0,1
ar,z,o,1,1,4,0,1
ar,z,o,2,1,4,0,1
ar,z,o,3,1,4,0,1
ar,c,o,1,0,4,0,1
ar,c,o,2,0,4,0,1
ar,c,o,3,0,4,0,1
ar,c,o,1,1,4,0,1
ar,c,o,2,1,4,0,1
ar,c,o,3,1,4,0,1
ar,err,NULL,1,0,4,0,1
ar,err,NULL,2,0,4,0,1
ar,err,NULL,3,0,4,0,1
ar,err,NULL,1,1,4,0,1
ar,err,NULL,2,1,4,0,1
ar,err,NULL,3,1,4,0,1
ar,jug,NULL,1,0,4,0,1
ar,jug,NULL,2,0,4,0,1
ar,jug,NULL,3,0,4,0,1
ar,jug,NULL,1,1,4,0,1
ar,jug,NULL,2,1,4,0,1
ar,jug,NULL,3,1,4,0,1
ar,ANY,e,2,0,0,2,1
ar,ANY,e,2,1,0,2,1
ar,z,e,2,0,0,2,1
ar,z,e,2,1,0,2,1
ar,g,e,2,0,0,2,1
ar,g,e,2,1,0,2,1
ar,ANY,o,2,0,0,2,1
ar,ANY,o,2,1,0,2,1
ar,ANY,go,2,0,0,2,1
ar,ANY,go,2,1,0,2,1
ar,z,go,2,0,0,2,1
ar,z,go,2,1,0,2,1
ar,g,o,2,0,0,2,1
ar,g,o,2,1,0,2,1
ar,ANY,sos,2,0,0,2,1
ar,ANY,sos,2,1,0,2,1
ar,z,o,2,0,0,2,1
ar,z,o,2,1,0,2,1
ar,c,o,2,0,0,2,1
ar,c,o,2,1,0,2,1
ar,err,NULL,2,0,0,2,1
ar,err,NULL,2,1,0,2,1
ar,jug,NULL,2,0,0,2,1
ar,jug,NULL,2,1,0,2,1
ar,ANY,e,0,0,0,3,1
ar,z,e,0,0,0,3,1
ar,g,e,0,0,0,3,1
ar,ANY,o,0,0,0,3,1
ar,ANY,go,0,0,0,3,1
ar,z,go,0,0,0,3,1
ar,g,o,0,0,0,3,1
ar,ANY,sos,0,0,0,3,1
ar,z,o,0,0,0,3,1
ar,c,o,0,0,0,3,1
ar,err,NULL,0,0,0,3,1
ar,jug,NULL,0,0,0,3,1
ar,ANY,e,0,0,1,3,1
ar,z,e,0,0,1,3,1
ar,g,e,0,0,1,3,1
ar,ANY,o,0,0,1,3,1
ar,ANY,go,0,0,1,3,1
ar,z,go,0,0,1,3,1
ar,g,o,0,0,1,3,1
ar,ANY,sos,0,0,1,3,1
ar,z,o,0,0,1,3,1
ar,c,o,0,0,1,3,1
ar,err,NULL,0,0,1,3,1
ar,jug,NULL,0,0,1,3,1
ar,ANY,e,0,0,2,3,1
ar,z,e,0,0,2,3,1
ar,g,e,0,0,2,3,1
ar,ANY,o,0,0,2,3,1
ar,ANY,go,0,0,2,3,1
ar,z,go,0,0,2,3,1
ar,g,o,0,0,2,3,1
ar,ANY,sos,0,0,2,3,1
ar,z,o,0,0,2,3,1
ar,c,o,0,0,2,3,1
ar,err,NULL,0,0,2,3,1
ar,jug,NULL,0,0,2,3,1
ar,ANY,e,1,0,0,1,1
ar,ANY,e,2,0,0,1,1
ar,ANY,e,3,0,0,1,1
ar,ANY,e,1,1,0,1,1
ar,ANY,e,2,1,0,1,1
ar,ANY,e,3,1,0,1,1
ar,z,e,1,0,0,1,1
ar,z,e,2,0,0,1,1
ar,z,e,3,0,0,1,1
ar,z,e,1,1,0,1,1
ar,z,e,2,1,0,1,1
ar,z,e,3,1,0,1,1
ar,g,e,1,0,0,1,1
ar,g,e,2,0,0,1,1
ar,g,e,3,0,0,1,1
ar,g,e,1,1,0,1,1
ar,g,e,2,1,0,1,1
ar,g,e,3,1,0,1,1
ar,ANY,o,1,0,0,1,1
ar,ANY,o,2,0,0,1,1
ar,ANY,o,3,0,0,1,1
ar,ANY,o,1,1,0,1,1
ar,ANY,o,2,1,0,1,1
ar,ANY,o,3,1,0,1,1
ar,ANY,go,1,0,0,1,1
ar,ANY,go,2,0,0,1,1
ar,ANY,go,3,0,0,1,1
ar,ANY,go,1,1,0,1,1
ar,ANY,go,2,1,0,1,1
ar,ANY,go,3,1,0,1,1
ar,z,go,1,0,0,1,1
ar,z,go,2,0,0,1,1
ar,z,go,3,0,0,1,1
ar,z,go,1,1,0,1,1
ar,z,go,2,1,0,1,1
ar,z,go,3,1,0,1,1
ar,g,o,1,0,0,1,1
ar,g,o,2,0,0,1,1
ar,g,o,3,0,0,1,1
ar,g,o,1,1,0,1,1
ar,g,o,2,1,0,1,1
ar,g,o,3,1,0,1,1
ar,ANY,sos,1,0,0,1,1
ar,ANY,sos,2,0,0,1,1
ar,ANY,sos,3,0,0,1,1
ar,ANY,sos,1,1,0,1,1
ar,ANY,sos,2,1,0,1,1
ar,ANY,sos,3,1,0,1,1
ar,z,o,1,0,0,1,1
ar,z,o,2,0,0,1,1
ar,z,o,3,0,0,1,1
ar,z,o,1,1,0,1,1
ar,z,o,2,1,0,1,1
ar,z,o,3,1,0,1,1
ar,c,o,1,0,0,1,1
ar,c,o,2,0,0,1,1
ar,c,o,3,0,0,1,1
ar,c,o,1,1,0,1,1
ar,c,o,2,1,0,1,1
ar,c,o,3,1,0,1,1
ar,err,NULL,1,0,0,1,1
ar,err,NULL,2,0,0,1,1
ar,err,NULL,3,0,0,1,1
ar,err,NULL,1,1,0,1,1
ar,err,NULL,2,1,0,1,1
ar,err,NULL,3,1,0,1,1
ar,jug,NULL,1,0,0,1,1
ar,jug,NULL,2,0,0,1,1
ar,jug,NULL,3,0,0,1,1
ar,jug,NULL,1,1,0,1,1
ar,jug,NULL,2,1,0,1,1
ar,jug,NULL,3,1,0,1,1
ar,ANY,e,1,0,1,1,1
ar,ANY,e,2,0,1,1,1
ar,ANY,e,3,0,1,1,1
ar,ANY,e,1,1,1,1,1
ar,ANY,e,2,1,1,1,1
ar,ANY,e,3,1,1,1,1
ar,z,e,1,0,1,1,1
ar,z,e,2,0,1,1,1
ar,z,e,3,0,1,1,1
ar,z,e,1,1,1,1,1
ar,z,e,2,1,1,1,1
ar,z,e,3,1,1,1,1
ar,g,e,1,0,1,1,1
ar,g,e,2,0,1,1,1
ar,g,e,3,0,1,1,1
ar,g,e,1,1,1,1,1
ar,g,e,2,1,1,1,1
ar,g,e,3,1,1,1,1
ar,ANY,o,1,0,1,1,1
ar,ANY,o,2,0,1,1,1
ar,ANY,o,3,0,1,1,1
ar,ANY,o,1,1,1,1,1
ar,ANY,o,2,1,1,1,1
ar,ANY,o,3,1,1,1,1
ar,ANY,go,1,0,1,1,1
ar,ANY,go,2,0,1,1,1
ar,ANY,go,3,0,1,1,1
ar,ANY,go,1,1,1,1,1
ar,ANY,go,2,1,1,1,1
ar,ANY,go,3,1,1,1,1
ar,z,go,1,0,1,1,1
ar,z,go,2,0,1,1,1
ar,z,go,3,0,1,1,1
ar,z,go,1,1,1,1,1
ar,z,go,2,1,1,1,1
ar,z,go,3,1,1,1,1
ar,g,o,1,0,1,1,1
ar,g,o,2,0,1,1,1
ar,g,o,3,0,1,1,1
ar,g,o,1,1,1,1,1
ar,g,o,2,1,1,1,1
ar,g,o,3,1,1,1,1
ar,ANY,sos,1,0,1,1,1
ar,ANY,sos,2,0,1,1,1
ar,ANY,sos,3,0,1,1,1
ar,ANY,sos,1,1,1,1,1
ar,ANY,sos,2,1,1,1,1
ar,ANY,sos,3,1,1,1,1
ar,z,o,1,0,1,1,1
ar,z,o,2,0,1,1,1
ar,z,o,3,0,1,1,1
ar,z,o,1,1,1,1,1
ar,z,o,2,1,1,1,1
ar,z,o,3,1,1,1,1
ar,c,o,1,0,1,1,1
ar,c,o,2,0,1,1,1
ar,c,o,3,0,1,1,1
ar,c,o,1,1,1,1,1
ar,c,o,2,1,1,1,1
ar,c,o,3,1,1,1,1
ar,err,NULL,1,0,1,1,1
ar,err,NULL,2,0,1,1,1
ar,err,NULL,3,0,1,1,1
ar,err,NULL,1,1,1,1,1
ar,err,NULL,2,1,1,1,1
ar,err,NULL,3,1,1,1,1
ar,jug,NULL,1,0,1,1,1
ar,jug,NULL,2,0,1,1,1
ar,jug,NULL,3,0,1,1,1
ar,jug,NULL,1,1,1,1,1
ar,jug,NULL,2,1,1,1,1
ar,jug,NULL,3,1,1,1,1
ar,ANY,e,1,0,2,1,1
ar,ANY,e,2,0,2,1,1
ar,ANY,e,3,0,2,1,1
ar,ANY,e,1,1,2,1,1
ar,ANY,e,2,1,2,1,1
ar,ANY,e,3,1,2,1,1
ar,z,e,1,0,2,1,1
ar,z,e,2,0,2,1,1
ar,z,e,3,0,2,1,1
ar,z,e,1,1,2,1,1
ar,z,e,2,1,2,1,1
ar,z,e,3,1,2,1,1
ar,g,e,1,0,2,1,1
ar,g,e,2,0,2,1,1
ar,g,e,3,0,2,1,1
ar,g,e,1,1,2,1,1
ar,g,e,2,1,2,1,1
ar,g,e,3,1,2,1,1
ar,ANY,o,1,0,2,1,1
ar,ANY,o,2,0,2,1,1
ar,ANY,o,3,0,2,1,1
ar,ANY,o,1,1,2,1,1
ar,ANY,o,2,1,2,1,1
ar,ANY,o,3,1,2,1,1
ar,ANY,go,1,0,2,1,1
ar,ANY,go,2,0,2,1,1
ar,ANY,go,3,0,2,1,1
ar,ANY,go,1,1,2,1,1
ar,ANY,go,2,1,2,1,1
ar,ANY,go,3,1,2,1,1
ar,z,go,1,0,2,1,1
ar,z,go,2,0,2,1,1
ar,z,go,3,0,2,1,1
ar,z,go,1,1,2,1,1
ar,z,go,2,1,2,1,1
ar,z,go,3,1,2,1,1
ar,g,o,1,0,2,1,1
ar,g,o,2,0,2,1,1
ar,g,o,3,0,2,1,1
ar,g,o,1,1,2,1,1
ar,g,o,2,1,2,1,1
ar,g,o,3,1,2,1,1
ar,ANY,sos,1,0,2,1,1
ar,ANY,sos,2,0,2,1,1
ar,ANY,sos,3,0,2,1,1
ar,ANY,sos,1,1,2,1,1
ar,ANY,sos,2,1,2,1,1
ar,ANY,sos,3,1,2,1,1
ar,z,o,1,0,2,1,1
ar,z,o,2,0,2,1,1
ar,z,o,3,0,2,1,1
ar,z,o,1,1,2,1,1
ar,z,o,2,1,2,1,1
ar,z,o,3,1,2,1,1
ar,c,o,1,0,2,1,1
ar,c,o,2,0,2,1,1
ar,c,o,3,0,2,1,1
ar,c,o,1,1,2,1,1
ar,c,o,2,1,2,1,1
ar,c,o,3,1,2,1,1
ar,err,NULL,1,0,2,1,1
ar,err,NULL,2,0,2,1,1
ar,err,NULL,3,0,2,1,1
ar,err,NULL,1,1,2,1,1
ar,err,NULL,2,1,2,1,1
ar,err,NULL,3,1,2,1,1
ar,jug,NULL,1,0,2,1,1
ar,jug,NULL,2,0,2,1,1
ar,jug,NULL,3,0,2,1,1
ar,jug,NULL,1,1,2,1,1
ar,jug,NULL,2,1,2,1,1
ar,jug,NULL,3,1,2,1,1
er,ec,ANY,1,0,0,0,1
er,ec,ANY,2,0,0,0,1
er,ec,ANY,3,0,0,0,1
er,ec,ANY,1,1,0,0,1
er,ec,ANY,2,1,0,0,1
er,ec,ANY,3,1,0,0,1
er,ANY,cab,1,0,0,0,1
er,ANY,cab,2,0,0,0,1
er,ANY,cab,3,0,0,0,1
er,ANY,cab,1,1,0,0,1
er,ANY,cab,2,1,0,0,1
er,ANY,cab,3,1,0,0,1
er,ANY,e,1,0,0,0,1
er,ANY,e,2,0,0,0,1
er,ANY,e,3,0,0,0,1
er,ANY,e,1,1,0,0,1
er,ANY,e,2,1,0,0,1
er,ANY,e,3,1,0,0,1
er,hab,ANY,1,0,0,0,1
er,hab,ANY,2,0,0,0,1
er,hab,ANY,3,0,0,0,1
er,hab,ANY,1,1,0,0,1
er,hab,ANY,2,1,0,0,1
er,hab,ANY,3,1,0,0,1
er,ac,ANY,1,0,0,0,1
er,ac,ANY,2,0,0,0,1
er,ac,ANY,3,0,0,0,1
er,ac,ANY,1,1,0,0,1
er,ac,ANY,2,1,0,0,1
er,ac,ANY,3,1,0,0,1
er,ANY,o,1,0,0,0,1
er,ANY,o,2,0,0,0,1
er,ANY,o,3,0,0,0,1
er,ANY,o,1,1,0,0,1
er,ANY,o,2,1,0,0,1
er,ANY,o,3,1,0,0,1
er,c,o,1,0,0,0,1
er,c,o,2,0,0,0,1
er,c,o,3,0,0,0,1
er,c,o,1,1,0,0,1
er,c,o,2,1,0,0,1
er,c,o,3,1,0,0,1
er,ANY,ol,1,0,0,0,1
er,ANY,ol,2,0,0,0,1
er,ANY,ol,3,0,0,0,1
er,ANY,ol,1,1,0,0,1
er,ANY,ol,2,1,0,0,1
er,ANY,ol,3,1,0,0,1
er,pon,ANY,1,0,0,0,1
er,pon,ANY,2,0,0,0,1
er,pon,ANY,3,0,0,0,1
er,pon,ANY,1,1,0,0,1
er,pon,ANY,2,1,0,0,1
er,pon,ANY,3,1,0,0,1
er,ANY,quer,1,0,0,0,1
er,ANY,quer,2,0,0,0,1
er,ANY,quer,3,0,0,0,1
er,ANY,quer,1,1,0,0,1
er,ANY,quer,2,1,0,0,1
er,ANY,quer,3,1,0,0,1
er,ANY,ra,1,0,0,0,1
er,ANY,ra,2,0,0,0,1
er,ANY,ra,3,0,0,0,1
er,ANY,ra,1,1,0,0,1
er,ANY,ra,2,1,0,0,1
er,ANY,ra,3,1,0,0,1
er,en,ANY,1,0,0,0,1
er,en,ANY,2,0,0,0,1
er,en,ANY,3,0,0,0,1
er,en,ANY,1,1,0,0,1
er,en,ANY,2,1,0,0,1
er,en,ANY,3,1,0,0,1
er,ANY,tra,1,0,0,0,1
er,ANY,tra,2,0,0,0,1
er,ANY,tra,3,0,0,0,1
er,ANY,tra,1,1,0,0,1
er,ANY,tra,2,1,0,0,1
er,ANY,tra,3,1,0,0,1
er,ANY,val,1,0,0,0,1
er,ANY,val,2,0,0,0,1
er,ANY,val,3,0,0,0,1
er,ANY,val,1,1,0,0,1
er,ANY,val,2,1,0,0,1
er,ANY,val,3,1,0,0,1
er,ANY,yac,1,0,0,0,1
er,ANY,yac,2,0,0,0,1
er,ANY,yac,3,0,0,0,1
er,ANY,yac,1,1,0,0,1
er,ANY,yac,2,1,0,0,1
er,ANY,yac,3,1,0,0,1
er,ec,ANY,1,0,1,0,1
er,ec,ANY,2,0,1,0,1
er,ec,ANY,3,0,1,0,1
er,ec,ANY,1,1,1,0,1
er,ec,ANY,2,1,1,0,1
er,ec,ANY,3,1,1,0,1
er,ANY,cab,1,0,1,0,1
er,ANY,cab,2,0,1,0,1
er,ANY,cab,3,0,1,0,1
er,ANY,cab,1,1,1,0,1
er,ANY,cab,2,1,1,0,1
er,ANY,cab,3,1,1,0,1
er,ANY,e,1,0,1,0,1
er,ANY,e,2,0,1,0,1
er,ANY,e,3,0,1,0,1
er,ANY,e,1,1,1,0,1
er,ANY,e,2,1,1,0,1
er,ANY,e,3,1,1,0,1
er,hab,ANY,1,0,1,0,1
er,hab,ANY,2,0,1,0,1
er,hab,ANY,3,0,1,0,1
er,hab,ANY,1,1,1,0,1
er,hab,ANY,2,1,1,0,1
er,hab,ANY,3,1,1,0,1
er,ac,ANY,1,0,1,0,1
er,ac,ANY,2,0,1,0,1
er,ac,ANY,3,0,1,0,1
er,ac,ANY,1,1,1,0,1
er,ac,ANY,2,1,1,0,1
er,ac,ANY,3,1,1,0,1
er,ANY,o,1,0,1,0,1
er,ANY,o,2,0,1,0,1
er,ANY,o,3,0,1,0,1
er,ANY,o,1,1,1,0,1
er,ANY,o,2,1,1,0,1
er,ANY,o,3,1,1,0,1
er,c,o,1,0,1,0,1
er,c,o,2,0,1,0,1
er,c,o,3,0,1,0,1
er,c,o,1,1,1,0,1
er,c,o,2,1,1,0,1
er,c,o,3,1,1,0,1
er,ANY,ol,1,0,1,0,1
er,ANY,ol,2,0,1,0,1
er,ANY,ol,3,0,1,0,1
er,ANY,ol,1,1,1,0,1
er,ANY,ol,2,1,1,0,1
er,ANY,ol,3,1,1,0,1
er,pon,ANY,1,0,1,0,1
er,pon,ANY,2,0,1,0,1
er,pon,ANY,3,0,1,0,1
er,pon,ANY,1,1,1,0,1
er,pon,ANY,2,1,1,0,1
er,pon,ANY,3,1,1,0,1
er,ANY,quer,1,0,1,0,1
er,ANY,quer,2,0,1,0,1
er,ANY,quer,3,0,1,0,1
er,ANY,quer,1,1,1,0,1
er,ANY,quer,2,1,1,0,1
er,ANY,quer,3,1,1,0,1
er,ANY,ra,1,0,1,0,1
er,ANY,ra,2,0,1,0,1
er,ANY,ra,3,0,1,0,1
er,ANY,ra,1,1,1,0,1
er,ANY,ra,2,1,1,0,1
er,ANY,ra,3,1,1,0,1
er,en,ANY,1,0,1,0,1
er,en,ANY,2,0,1,0,1
er,en,ANY,3,0,1,0,1
er,en,ANY,1,1,1,0,1
